Description	Price	Prime	URL	Stars
HP, Pc desktop i7 pronto all'uso,16 Gb Ram, ssd 512Gb, Wi Fi, Libre Office, Windows 11 PRO, Computer fisso Pc i7 Pornto all'Uso	145,	True	https://www.amazon.it/desktop-pronto-Windows-Computer-Ricondizionato/dp/B08NWB5WQK/ref=sr_1_11?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-11	4,3 su 5 stelle
"Lenovo, Pc Portatile Notebook, Display FHD da 15,6"", CPU Intel N4500, Ram 8Gb, SSD 256Gb, Computer Portatile con Libre, W11 e Mouse Wireless"	259,	True	https://www.amazon.it/Lenovo-portatile-notebook-Display-computer/dp/B09Q3Q3YDV/ref=sr_1_13?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-13	4,5 su 5 stelle
AOCWEI PC Portatile 14 Pollici Celeron N4020, Win 11 Notebook con 5G WiFi 6GB+256GB SSD Expansion 1TB, BT4.2 Supporto Mouse Wireless & Protezione Tastiera - Oro	220,	True	https://www.amazon.it/AOCWEI-Portatile-lespansione-Bluetooth-protezione/dp/B0BHYZV44D/ref=sr_1_14?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-14	4,6 su 5 stelle
PC Portatile Win11 Computer Portatile Notebook 14 Pollici 6GB 256GB Estensioni SSD 1TB, Laptop Celeron N4020 fino a 2.8GHz, 5000mAh 2.4/5G WiFi 1080FHD BT4.2 USB3.0 Tastiera Italiana Membrana-Argenteo	195,	True	https://www.amazon.it/NOTODD-Portatile-Estensioni-Bluetooth-Membrana-Argenteo/dp/B0D89THVCR/ref=sr_1_15?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-15	4,9 su 5 stelle
PC Portatile da 14,1 pollici,6GB di RAM,128GB di SSD,N4000 Celeron Dual-Core,Wi-Fi Bluetooth 2,4/5,0G,1920×1080 UHD,Notebook Design Senza Ventola,Mouse Incluso,Tastiera a Membrana.	189,	True	https://www.amazon.it/Portatile-Dual-Core-Bluetooth-1920%C3%971080-Membrana/dp/B0D54CZXPJ/ref=sr_1_16?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-16	4,5 su 5 stelle
Intel NUC 12 Pro Mini PC Core i7-1260P|12 Kerne 16 Threads Mini Desktop Computer Iris Xe Grafik|16GB RAM 512GB SSD|Windows 11 Pro Desktop Mini Computer|Bluetooth 5.3|WiFi 6E |Thunderbolt4	898,	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozOTIxNjQ5Nzc4NDI1MzI2OjE3MzIxMDM5Mzg6c3BfbXRmOjMwMDI0ODg4NjczNjkzMjo6MDo6&url=%2FIntel-PC-i7-1260P-Bluetooth-Thunderbolt4%2Fdp%2FB0CD7TZLZD%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM%26dib_tag%3Dse%26keywords%3Dcomputer%26nsdOptOutParam%3Dtrue%26qid%3D1732103938%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	5,0 su 5 stelle
"PC Gaming Computer Fisso Desktop Completo GT1030 - Tastiera - Mouse - Cuffie - Windows 11 PRO - WiFi USB - HDMI (CPU: I7 - RAM 32GB -SSD 480 GB, MONITOR 22"")"	689,	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozOTIxNjQ5Nzc4NDI1MzI2OjE3MzIxMDM5Mzg6c3BfbXRmOjMwMDIzNjM2OTEzNTIzMjo6MDo6&url=%2FGaming-Computer-Desktop-Completo-GT1030%2Fdp%2FB0BRYHVMF8%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM%26dib_tag%3Dse%26keywords%3Dcomputer%26nsdOptOutParam%3Dtrue%26qid%3D1732103938%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,9 su 5 stelle
BOSGAME B95 Mini PC 12th Gen N95 (fino a 3,4 GHz) Mini Desktop Computer W11 Pro 16 GB RAM 512 GB M.2 SSD, Micro PC Supporto 4K UHD Dual HDMI & Type-C, Dual WiFi 5, BT 4.2	249,	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozOTIxNjQ5Nzc4NDI1MzI2OjE3MzIxMDM5Mzg6c3BfbXRmOjMwMDE0MjQ2MTEwOTUzMjo6MDo6&url=%2FBOSGAME-B95-Desktop-Computer-Supporto%2Fdp%2FB0C7C2TJKV%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM%26dib_tag%3Dse%26keywords%3Dcomputer%26nsdOptOutParam%3Dtrue%26qid%3D1732103938%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	4,4 su 5 stelle
"HP 250 G9, Notebook Computer Portatile, Intel N4500, Display HD da 15,6"", Ram 8 Gb DDR4, SSD NVMe 256 Gb, W11 Pro"	255,	True	https://www.amazon.it/HP-250-G9-Notebook-Portatile/dp/B0D9YMLQBV/ref=sr_1_20?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-20	4,3 su 5 stelle
Insoluxia 15.6 pollici PC Portatile, Notebook Celeron N4000 CPU, Windows 11 Computer Portatile 8GB LPDDR4 RAM 256GB SSD, Schermo FHD 1920 * 1080, USB3.0, WiFi, Mini HDMI, TF Card Slot, BT4.2	219,	True	https://www.amazon.it/Insoluxia-Portatile-Notebook-Celeron-N4000/dp/B0D7BX4BXG/ref=sr_1_21?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-21	3,9 su 5 stelle
HP 250 G9, Notebook Pc Portatile, Display HD 15,6’’, CPU Intel Celeron N4500, 16 GB Ram DDR4, 512 GB SSD NVMe, Windows 11 Pro, Pronto All’Uso	308,	True	https://www.amazon.it/HP-G9-Notebook-Portatile-Display/dp/B0CQ5JQRTD/ref=sr_1_22?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-22	4,6 su 5 stelle
Dell Vostro 5050 SFF PC Computer Desktop, Windows 11 Pro + Office 2021, Intel Core i7-6700 Ram 32GB DDR4 SSD 1TB HDMI Display Port (Ricondizionato)	258,	False	https://www.amazon.it/Dell-Computer-Desktop-Windows-Ricondizionato/dp/B0BVMBB7R1/ref=sr_1_23?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6MrtGShakxTJ_T8Niel_SPc85JcmocD_e0By_71aBi4yY8aaz-WmvmVpzgao5KpStE.gs-NBpRUmF-gOZhV_qx7YrwP0xzrkhGuTRpwxwBcDwM&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732103938&sr=8-23	4,4 su 5 stelle
